review,label,y_predict
nước_lèo đậm_đà với thơm phù_hợp với ai thích thưởng_thức món ăn chứ k phải ăn để no quán nhìn cổ cổ mà sang sang khá đẹp có cái nằm trên đường 1 chìu nên phải canh đúng khúc qẹo qa,2,2
nhìn cái tủ chật_cứng mười mấy con ngan to_đùng với nồi nước_dùng đầy xương đã thấy ngọt rồi ý,2,2
thịt bò mềm dai vừa hải_sản thì ngọt mà chắc thịt sauce cũng khá lạ,2,2
ăn bún miến hay cổ cánh ngan chặt đều có măng tiết giá_trần đi kèm,0,0
thức_ăn dở,1,1
khoai_tây chiên thì nhão nhẹt ăn thấy ghê,1,1
phải kêu réo nhắc_nhở mấy lần mới chịu lò_mò mang đồ ăn ra,1,1
hai cái ly uống nước cho được vài cục đá mà còn tính thêm tiền nữa chứ,1,1
trung_bình 40k 2 người,0,0
bún đậu ở đây khá ngon và no cực mẹt to như hình là 40k í gồm thịt chả_giò chả cốm lòng rán,2,2
đỉêm trừ là đường hơi khó kím,1,1
thức_ăn vừa đem ra là phải đảo đảo trộn trộn liền ko là nó bị cháy phía dưới nha d thức_ăn đa_số là không nêm nếm nhiều nên khi ăn các bạn cần phải nêm thêm gia_vị nhé không thì lại bảo đồ ăn nhạt_nhẽo không_gian máy_lạnh mát_mẻ giữ xe nhiệt_tình vui_vẻ,2,2
ăn vào mùa đông se lạnh thì sẽ thích lắm món này cũng được xếp là món ngon nên thử ở hà_nội,2,2
ngon mà giá hơi đắt,1,1
ngon mà rẻ nữa,2,2
nước ướp mặn mà ngon tuyệt,2,2
quán hơi đông nên pv hơi chậm,1,1
mình nhờ lau dùm cái bàn nhưng vì ko uống bia nên mấy cổ nhìn mình rồi quay qa nói_chuyện với nhau tiếp thái_độ vl ra,1,1
nhưng nhân_viên không nhiệt_tình cho lắm chắc lúc mình đi quán đông nên vậy,1,1
giá ăn no 2 người là 180k,0,0
update,0,0
đã đến thử rất hài_lòng 3,2,2
nghe đồn về món cháo ếch này lâu lắm rồi mình chưa từng thử qua món này ở sing nên ko thể so_sánh về độ giống đc chỉ có_thể cảm_nhận và review theo quan_điểm cá_nhân hôm_qua có dịp đi lòng_vòng khu phan xích long nên ghé vào ăn thử,0,0
sợi mì dai một tô cho khá nhiều,2,2
chỉ ăn thử cho biết thôi chứ không có ý_định ghé lại,1,1
nước phở ở đây trong khá đậm_đà thịt không nhiều lắm nhưng nói_chung ăn cũng ok,2,2
nhân_viên phục_vụ tốt,1,1
một tô phở giá khoảng 70k trung_bình 2 bạn ăn chi khoảng 140k nhé,0,0
credit まあぼ,0,0
ko biết bọn con_nít nó uống sao chứ mình mở cái nắp chai vớ_vẩn ấy ra và uống 1 lần lun,0,0
nướng ở đây ngon và rẻ đầy_đặn mình ăn_ở đây 5 mạng gọi 6 đĩa bò nầm dạ_dày ba_chỉ sụn mực 2 chai rượu lai_rai hết có 550k lẩu ở đây có lẩu ếch lẩu thái riêu cua sườn sụn giá 250 3001 nồi 4 người ăn rất đầy_đặn thêm tí bia hoặc rượu nữa cũng chỉ tầm hết 450k thôi do quán ở gần đê sông hồng nên khá vắng do ít người khai_quật khám_phá nên mới thấy ăn_ở đây khá rẻ phục_vụ chu_đáo nữa,2,2
ở đây co thể tự lựa_chọn các loại sợi mì kết_hợp với loại rau củ và thịt,0,0
mình gọi udon cải_thìa cua sốt mỹ bbq 59k,0,0
sợi udon dai vừa ăn,2,2
ăn thêm 2 dĩa bún vs rau tc 492kăn nhìu ở đây rồi riêng lần này dắt bạn theo ăn đều ngao_ngán,0,0
nước lẩu ngon,2,2
giá_cả khá bình_dân 2 bạn ăn khoảng 40 100k thôi,0,0
đâu phait ít nhân_viên đâu mà làm_ăn ngộ_vậy,1,1
duy một điểm ok là không_gian rộng ngồi thoải_mái,2,2
gà ăn vào thì hơi nghe mùi chắc do cuối ngày,1,1
rau_thơm lá giang nước lẩu chua chua_cay cay ngon cực_kì,2,2
hôm mình tới quán không bật máy_lạnh nên nóng rất nóng luôn,0,0
rau và bắp tươi ngọt và khá nhiều,2,2
bún tươi ko bị chua,2,2
trứng luộc bên trong còn hơi lỏng rất ngon,2,2
gửi xe thì gửi hẻm đối_diện xéo xéo quán tốn 5k,0,0
quán có máy_lạnh ở lầu 1 nhưng tầng trệt bị ám mùi nên chưa kịp lên lầu tránh thì mùi đồ chiên đã ám hết người,1,1
mdrfood mdrsaigon,0,0
có_điều thất_vọng về chất_lượng phục_vụ đúng là quán đông thật nhưng khách vào ngồi đến bàn rồi dọn hết đồ đi thì cái bàn ướt ngồi gọi dăm_ba_bảy tiếng lau giúp cái bàn mà chẳng thấy đâu cuối_cùng tự xử why sờ ma_ăn mì cũng rất ok đa_số cấp một không cay lắm cấp 2 bưng ra đã sặc_mùi cay nồng luôn,1,1
dù_sao thì mì cay cũng nên thử một lần,2,2
đồ ăn ngon nhưng ít so với mình ăn_không no,0,0
000 cho hai ng nhé,0,0
xin thêm nước_chấm thì ăn hết rồi vẫn chưa có,1,1
order thêm nước cũng thế order tận 3 4 lần mới có,1,1
đồ ăn nêm vừa_miệng có cả bò phô_mai nướng ngói cũng rất ngon nhưng kêu đổi bếp thì phải ngồi đợi tầm 15p,2,2
giá rẻ 150k2 người ăn no luôn,2,2
không_gian chỗ này cũng khá lịch_sự tuy_nhiên nhân_viên thiếu chuyên_nghiệp có khi phải chờ lâu nói_chung về thái_độ phục_vụ mình không thích lắm,1,1
mình biết là với giá đó thì mình không_thể đòi_hỏi hơn được nhưng mà vậy thì mình thà bỏ thêm chút tiền ra bò né tô hiến thánh ăn_giá hơn 1 chút nhưng món ăn ngon hơn,0,0
trong ảnh còn thiếu nước me nhé 10k,0,0
nước phở ở đây khá ngon không nước_mắm hay mì_chính mình thấy khá chuẩn điểm trừ 1 tẹo là thịt tái_trần hơi kĩ hình_thức bát phở trình_bày lúc bưng ra hơi lộn_xộn còn đâu thịt với bánh_phở khá ngon,1,1
nước_lèo đậm_đà thơm béo rất tuyệt,2,2
thịt heo mỡ hơi nhiều nhưng rất ngon,2,2
cá kèo quá trời cá tươi và ngọt thịt ăn rất đã,2,2
rau giá tươi xanh hấp_dẫn,2,2
đỡ phải gỡ vỏ tôm dơ tay giá tb từ 35k 85k rẻ hơn cúc ken 1 tí,2,2
hôm mình đi còn gọi thêm hàu nướng phô_mai với ốc giác và vài món khác nữa,0,0
giá_cả thì cũng hơi cao tí 2 người nên thủ khoảng 200 500k là ổn,1,1
ọi phần bún đậu 3 người ăn đậu mới chiên nên nóng và ngon chả cốm ngon chân_giò hấp cắt mỏng mềm nhưng không nhiều mỡ quá nên không ngán rau thì tươi nhưng hơi ít phục_vụ thì khó đăm_đăm không biết có phải là cuối giờ hay không mà chẳng nở nổi 1 nụ cười luôn không_gian trang_trí lạ với các câu nói nhắc_nhở nhưng mang ý_nghĩa hài_hước nên thấy ok lắm,1,1
nhân_viên phục_vụ lâu,1,1
quán hơi lụp_xụp và dơ,1,1
một phần 5 cái,0,0
càng nhiều loại thì giá càng cao,0,0
không phải vụn theo dạng bằm nhuyễn ra vụn ở đây là những tảng thịt rơi ra từ những cục giò sườn thường là những phần thịt săn chắc nặng nhất,2,2
ở đây hải_sản tươi con nào cũng bự hết nha,2,2
món hàu nướng phô_mai thấy nhiều ng gọi nên mình cụng gọi theo,0,0
ngoài_ra mấy món ốc hay tôm nướng cũng ngon giá khá cao,2,2
2 người tầm 400k nha,0,0
hongtham lê,0,0
ở đây là nguyên 1 con hẻm ốc không luôn,0,0
gửi xe_hơi khó_khăn đường khá là dơ,1,1
ốc hên xui bị cái đồ ăn khá nguội hơi bị chán,1,1
làm khá ẩu thất_vọng,1,1
ai mua mới làm nha,0,0
quán đông không_gian cũng không rộng lắm do quán đông nên phục_vụ nhiều khi cũng hơi chậm,1,1
ốc tỏi ở đây thơm cực_kì ăn ngon không_thể tả chỉ có cái là_hơi bị cay_xíu,2,2
không_gian quán thoáng mát sáng_sủa,2,2
à giữ xe 5k,0,0
nhân_viên pv hơi chậm,1,1
nộm ngon tuyệt bánh bột lọc tạm đc giá_cả hơi mắc do đây là quán nổi_tiếng lâu_đời và lại nhiều khách du_lịch,2,2
thích nước_chấm ở đây nói_chung là ok,2,2
nui ăn cũng bình_thường thịt bò thấy hơi dai xíu nhưng nêm vừa_miệng,2,2
nhưng mà cua không được tươi lắm lại hơi lạt,1,1
trang_trí quán bình_thường nhưng được cái là màu xanh lá cây mát_mắt,0,0
đồ uống cụ_thể là nước me quá chua,1,1
có bán bánh_mì nóng giòn đặc ruột,0,0
nước_chấm ngon,2,2
phần ăn_giá cao so với các hàng lá_lốt khác nhưng chất_lượng hẳn,2,2
đi 2 người ăn tầm 150k,0,0
ở ngay gần nhà nên khi nào lười nấu cơm lại nhảy xuống đây,0,0
có cả cháo ếch,0,0
bún hải_sản chỉ bán vào buổi sáng thôi giá hơi chát một_tí bún ăn cũng tạm ổn,0,0
ốc ở đây tươi ngọt lắm vị cubgx vừa ăn mà giá phải chăng lắm theo mình thì là khá rẻ so với chất_lượng luôn,2,2
quán bán chủ_yếu trưa chiều đến chiều_tối là hết món nhiều lắm,0,0
ở đây còn một món rất độc mà mình đoán không phải chỗ nào và thời_điểm nào cũng có đó là thịt vụn,2,2
quán nằm hơi khuất nếu k để_ý dễ chạy lố,0,0
tôm ở đây dc ninh nhừ cả vỏ có_thể nhai dc luôn,2,2
phải nói là mình ko hi_vọng gì nên ko hề thất_vọng ở đây cháo trắng nhạt ko phải nấu với lá dứa mà rưới sốt lá dứa lên thì đúng hơn ăn ko thơm vị lá dứa tính ra thì cháo ăn chẳng hề có mùi_vị gì ko thơm ko béo_t,1,1
có món lẩu bò mắm ruốc thì lúc đầu tui mong dữ lắm tại bị ghiền mắm mà dưng tiếc là nước hơi mặn,1,1
nói hỗng chê chứ đồ ăn thì cũng gọi là tạm được mà thái_độ phục_vụ tệ quá,1,1
hôm bữa mình với bạn mình order thì nhân_viên không nghe,1,1
không gián quán cực_kỳ sạch_sẽ,2,2
các món đều khá được,2,2
bò ok miếng to mềm patê ko bị mặn quá,2,2
2 người tầm 150k nha,0,0
chè ở đây thanh mát ngọt dịu nhẹ nên ăn rất thích,2,2
các món ưa_thích của mình là đu_đủ tiềm và đậu_hũ hạnh_nhân ăn siêu lạ_miệng ko ngán,2,2
về phục_vụ thì chủ quán lẫn phục_vụ đều dễ mến hiếu_khách,2,2
giá cã bình_dân tầm 15k 20k thôi d,0,0
quán có_giá khá rẻ gọi 5 món mì cay hải_sản gà phô_mai tok phô_mai mì jjajang cơm hải_sản bạch tuộcvà 2 nước chỉ hết hơn 200k,2,2
quán ngay mặt_tiền nên rất dễ kiếm,0,0
quán bò này hơi bị quành tráng set up này_nọ chi_tiết lắm cái ly nước cũng có logo quán,0,0
điểm trừ là ly nước của quán là ly nhựa xài 1 lần nên mình không g thích lắm,0,0
quán cơm siêu ngon_ăn một lần là ghiền sáng trưa chiều_tối gì đến cũng có đồ ăn nè,2,2
nhân_viên hơi hách_dịch chút_xíu thôi nhưng kệ,1,1
thức_ăn ngon mà rẻ thì vẫn ăn thôi d,2,2
bù lại rau ăn kèm rất tươi có bò với quá trời thịt ba_chỉ luôn,2,2
huhuhu nhắc lại vẫn thèm quá,2,2
king phần 2ng 85k mì trộn lòng_đào ở đây ăn ổn trộn vs tương cà nên vị chua chua_ngọt ngọt,0,0
gỏi nêm nếm rất vừa_miệng gà dai măng_cụt ăn kèm rất hợp có cả bánh_phồng_tôm nữa chớ,2,2
ếch kho trong thố mình đã nỗ_lực chan nc sốt hì_hục để gỡ lại hương_vị của cháo nhưng ăn vẫn ko thấy đậm_đà,1,1
có_lẽ kiểu sing nó vậy chăng tuy_nhiên độ ngon của món ăn ko phải là điều làm mình đánh_giá tiệm để có quay lại hay ko quan_điểm của mình chủ_yếu nằm ở vấn_đề phục_vụ,1,1
chắc hôm nào dẫn ba_má đi ăn thử vì anh chỉ rất thích gà ta,0,0
hình_như quán rất nổi ở bình dương và đây là chi_nhánh đầu_tiên ở thành_phố đó,2,2
nói_chung đây là một quán tui thấy rất được nhờ khoản đồ ăn,2,2
ăn cùng bún cũng ổn nè,2,2
không_gian quán thì bình_thường hông có gì đặc_biệt hết trơn á nhìn sơ còn tưởng quán nhậu cơ hihi,1,1
ở dưới là ngồi ghế còn trên lầu là ngồi_bệt máy_lạnh yếu nên hơi nóng chỉ nên đi buổi tối,1,1
có điều quán sáng_sủa có tường hồng nhạt nên chụp hình lên xinh quá_chừng,2,2
món đặc_trưng của quán là mẹt gà với lẩu bò mắm ruốc tụi tui gọi đủ loại luôn do đang đói sml,0,0
có 3 mẹt gà là gà chiên ăn kèm xôi hoặc mì sốt với gỏi măng_cụt gà xé ăn cùng cháo gà uah là măng_cụt đó mấy bạn không đọc lộn đâu,0,0
mỗi mẹt gà gồm nửa con giá 170k còn nguyên con là 320k nhen,0,0
ở đây dùng gà ta nên ăn thích hơn hẳn gà công_nghiệp nhiều,2,2
gà chiên ráo dầu ở trong thịt mềm ướp thấm ăn kèm với đồ chua ngon ơi là ngon,2,2
mình ăn_không cần chấm thêm nước sốt luôn í,2,2
nghe nói nước sốt mì ở đây được làm từ nước gà luôn nên vị rất ngon và đậm_đà,2,2
món mình ấn_tượng nhất chính là gỏi gà măng_cụt đó,2,2
quán đang giảm 20 tới ngày nào thì mình k biếtmình ăn mì sườn kinh đô 35k vs mì mr,0,0
khoai ở đây như snack vậy ăn cũng ngon,2,2
quán gà 49k mà ai cũng khen ngon và rẻ nên mình cũng kéo đến để thử,2,2
quán gánh ở cửa đông chợ bến thành,0,0
mà nói thiệt là bạn bỏ ra thêm tí tiền đi ăn gà phô_mai chổ khác thì ổn hơn,0,0
ăn quá_xá chán là chán ps quán này đèn_vàng giăng khắp lối sáng lẫn đêm nên chụp hình_như củ_cải,1,1
quán gần trường tự_nhiên nhưng là 32860 nguyễn trãi,0,0
quán vào trong ngõ hơi sâu,0,0
không_gian hơi chật_hẹp nhưng bún_chả thì ngon tuyệt_vời ông mặt_trời luôn,2,2
ăn ngon nước_chấm đậm_đà mang hương_vị rất huế,2,2
riêng tô mì mr,0,0
dĩa có đầu đủ các loại bánh và chả,0,0
quán bán khoảng tầm giờ chiều đến tối,0,0
đặc_biệt gánh không có chổ ngồi nếu muốn ăn bạn phải vào quán nước đối_diện rồi gọi vào,0,0
mình đi 2 người mất tầm 80k,0,0
quán hơi chật mà_lại đông người nên khá ngộp nhân_viên bình_thường hơi lạnh_lùng tí,1,1
so ra thì cũng hơi mắc vì chỉ có cơm không chứ không kèm súp,1,1
quán hơi khó tìm nằm ở số 103 ngách 12 ngõ 629 kim mã,0,0
tui thấy quán này chỉ khen mỗi bánh_mì phô_mai 35k nướng ra thơm dã_man ăn vẫn còn vị ngọt ngọt của bánh bánh_mì bơ tỏi 25k mà ăn k nếm dc 1 tí tỏi nào bánh_tráng lắc phô_mai ăn tạm dc nhưng mình thích ăn_ở we s corner hơn,0,0
mà tới khoảng gà phô_mai thì ăn quá_xá chán gà ướp chưa thấm ăn k cảm_nhận được vị gì,1,1
quán bh chuyển từ chi_nhánh nguyễn thượng_hiền qua trần hưng đạo nên không_gian đẹp hơn có lầu và có máy_lạnh nữa,0,0
đồ uống tạm ổn từ 10k 29k,0,0
hãy gọi những món lquan tới sườn vì thịt ướp cực ngon và mềm,2,2
2 người ăn với uống nước thôi mà hết 150k hết_hồn,0,0
dc khoảng có tô bự cho 2ng ăn và đồ ăn cho nhìn hấp_dẫn cực,2,2
kêu mấy lần mới quay qua dạ chị chưa kịp mở_miệng đã thấy quay sang chỗ khác,1,1
đường phan xích ling địa_chỉ tùm_lum nên cũng hơi khó kiếm quán nằm khúc gần vạn_kiếp,0,0
phần thập_cẩm 10 viên 30k viên há cảo mập thù_lù thịt nhiều vừa ăn ăn 1 dĩa no tới mai tới đây gọi trà đá chứ đừng gọi trà sữa nha ko ngon đâu,2,2
phở ăn cũng bình_thường mà giá cao quá được cái ngồi máy_lạnh nên cũng thoải_mái phục_vụ vui_vẻ nhanh_nhẹn lại còn được giữ xe miễn_phí,0,0
phở đúng chuẩn bắc mà chưa bị nam_hóa nước_dùng từ xương tủy đậm_đà quán phở ở đây khá lâu_đời hoạt_động trên 50 năm rồi,2,2
nhân_viên phục_vụ nhanh_nhẹn lúc_nào cũng tươi_cười tuy_nhiên giá ở đây hơn 60ktô lận hơi mắc nhưng nếu so với chất_lượng thì cũng đáng thử,0,0
phở hiền nguyễn trãi nhân_viên hơi chảnh nước đậu đường ko tan đã bỏ đá vào uống lạc phở ok,1,1
hành phi_siêu ngon_ăn kèm với thịt bằm nằm dưới đáy tô,2,2
rau giá trà đá giua xe miễn_phí nhân_viên phục_vụ okay nhanh_nhẹn thân_thiện,2,2
phở ở đây là nổi_tiếng khỏi bàn rồi ha tương ngon nước đậm_đà thịt nhiều giá cũng hơi chát nhưng mà tiền nào của đó thôi,2,2
cuốn mỏng nhân cũng ít hơi tiếc,1,1
điểm trừ ở đây là nviên ko vui_vẻ thân_thiện gì hết nch với khách như người_ta đi xin_vậy,1,1
phở thực_sự ko ngon nước_dùng không ngon quá nhạt,1,1
nước_dùng không ngon chỉ được_cái tiếng,1,1
quán bán chủ_yếu là các món gà quay và lẩu gà món ăn_chơi có khoai_tây chiên và khoai_môn chiên,0,0
mình đi có hai người nên chỉ kêu thêm nồi lẩu gà ớt_hiểm lẩu gà nhiều quá trời so với hai người giá 179k quá rẻ luôn gồm đầy_đủ bộ_phận con gà như đầu cánh đùi và phao_câu,0,0
lẩu gà nước_dùng ngon gà cũng mềm và nước_dùng không cay mặc_dù nhiều ớt nấu với lẩu,2,2
tới order đúng 2 con cua mỗi con 700gr làm cà_ri với sốt_me,0,0
không_gian cũng rộng_rãi có máy_lạnh trên lầu,2,2
thề luôn là từ bé tới giờ chưa từng ăn cái bánh_xèo nào ngộ đời như ở đây,0,0
quán ở đường lê văn_sỹ,0,0
sò nướng mỡ hàng khá ngon sò tươi dai dai đậu_phộng hơi bị nhiều ăn một miếng nó thơm và béo cực,2,2
quán khá đông nên thấy chật gửi xe bất_tiện,1,1
giá lại mắc,1,1
1 to thịt khá là ít so với giá tiền,1,1
nước_dùng thì ok nhưng mà hơi say bột_ngọt,2,2
quán được cái sạch_sẽ nhân_viên nhiệt_tình,2,2
mình đến lúc 8h kêu bằng này món 8h35 mới có đồ ăn lâu cực_kì lâu quán ko gian trật hẹp,1,1
quán khá đông nên đến trễ sẽ hết món,1,1
thấy ăn sủi cảo ngọc ý ngon hơn huhuu,2,2
quán nhỏ ở vỉa_hè nên dễ lướt qua quá trời luôn ý bún ăn no nhưg ko có gì đặc_biệt lắm,0,0
thịt gà dai ăn rất đã,2,2
2 người tầm 150k nha,0,0
hương ga,0,0
quán nhỏ nhìn cũng sạch_sẽ dễ_thương,2,2
thức_ăn được đựng trong vỏ ốc luôn nên nhìn đẹp và lạ,2,2
ốc bàn_tay ăn khá dai và giòn rau_muống xanh xào cũng giòn nêm nếm vừa_phải,2,2
tuy_nhiên phần hơi ít so với giá tiền vậy là mắc rồi,1,1
ốc cũng đa_dạng gia_vị cũng vừa_miệng,2,2
với khẩu_vị của mình thì quán làm hơi mặn 1 chút,1,1
tính ra ăn bánh_khoái rẻ hơn pizza nhưng sao cứ có cảm_giác cái bánh_khoái mà 65k thì mắc quá nhân_viên phục_vụ khá tệ không được niềm_nở cho lắm,1,1
mình thấy cũng ngon hạt cháo đẹp k bị nát nhưng hình_như nấu bằng nước_mắm nên sau khi ăn xong hậu vị của mùi nước_mắm lưu lại cho cổ rất lâu và khó_chịu,1,1
không_gian sạch_sẽ thoáng mát,2,2
nhân_viên phục_vụ cũng không thân_thiện gì cho mấy giá khá cao,1,1
bánh căn nay là loại khổ nhỏ nhỏ nhưng có võ đấy,0,0
nhân bên trên thì đủ loại tùy mình yêu_cầu,0,0
bữa mình ăn nhân chà_bông đậu_phộng thơm béo vừa_miệng lắm,2,2
rau_dưa các thứ cũng nhiều và tươi,2,2
một dĩa vậy tầm 60 70k khá mắc,1,1
ốc ở đây ngon,2,2
gọi 1 cháo hương lá dứa và ếch kho sa_tế,0,0
phục_vụ nhiệt_tình,2,2
lúc ăn nóng sẽ k thấy gắt vị nước_mắm nhưng ăn xong thì cảm_giác rất khó_chịu,1,1
nói_chung chắc k quay lại lần 2 trà đào 25k,1,1
món ăn khoảng 45k1 món,0,0
quán ở tít trong hẻm lắt_léo hơi khó tìm,0,0
ốc ở đây ăn okie nhưng nhân_viên rất là không thân_thiện và chảnh nên mình không chắc có quay lại không,1,1
giá khoảng 50kdĩa,0,0
giá hơi đắt nhưng đồ ăn cũng nhiều,1,1
nước uống thì nhạt,1,1
ko gian quán khá nhỏ nên sẽ thấy hơi chật vs hơi nóng,1,1
ấy bên dưới còn đồ ăn cũng nhiều lắm nhưng cái mớ rau súng với bạc_hà xem_ra sếch xi hơn cả quán này bán tếu lâm ngoại_trừ rau lấy thoải_mái còn lại đều tính phí ngay cả nước lẩu cũng có_giá 20knửa lít nhưng quý bạn và các vị yên_tâm độn rau ăn cho hết nồi nước lẩu cơ_bản thì cũng đủ để lăn về rồi,0,0
sushi ở đây đa_dạng lắm,2,2
cái bánh_xèo ngon mà mau ngán kinh_khủng,1,1
có_thể gọi mấy set ăn cho đã đa_dạng đủ loại,2,2
2 người tầm 200k nha,0,0
rẻ,2,2
quán sắp sẵn rau bánh_mì dưa_chuột và ko có gì free đâu 3 khi bếp cháy to quá muốn nhờ họ gắp bớt than thì họ bảo lấy rau dập bớt đi lấy rau dập thì chút nó cháy bốc khói nghi cmn ngút ngoài_ra hình_như vì quán đông nên họ thêm nhiều than đỏ ra để khách nướng cho nhanh dù bếp của mình cháy rất to nhưng họ vẫn cố cho thêm than,1,1
rẻ vì bán chủ_yếu cho sinh_viên,2,2
mình ăn gầu mà công_nhận cắt được miếng bò mỏng te cũng kêu là hay rồi,2,2
nhân_viên phục_vụ khá chậm và thường hay quên là khách đã đặt phở gì nước phở của họ thực_sự rất thơm và trong thơm mùi bò và các loại gia_vị thảo_mộc nấu kèm trong nước_dùng,2,2
húp một muỗng nước phở trước khi nêm bất_cứ gia_vị nào sẽ thấy nó thanh trong_trẻo và ngọt xương,2,2
không có cảm_giác của một vốc bột_ngọt như style phở bắc dù quán này theo mình biết thì hình_như là gốc bắc nhỉ không rõ lắm bên cạnh đó bánh_phở mềm_mại ăn rất dễ_chịu chứ ko có nham nhám như vài chỗ khác,2,2
bò viên chất_lượng,2,2
gân đúng gân bò chứ không phải quẳng vào đó tào_lao mấy cục gân cứng_ngắc nha,2,2
đi ăn 2 người hết gần 120k lận nguồn hình vivian nguyen,0,0
quán rộng_rãi thoải_mái có chỗ để xe,2,2
mình gọi beefstake 150gr giá 98k có nhiều pate và bơ món cũng béo có đầy_đủ salad và khoai_tây thịt chín vừa cắt ra bên trong hơi hồng hồng bánh_mì giòn,2,2
order món ở đây hơi bất_tiện phải gọi món ở quầy rồi mới vô ngồi thành_ra xếp_hàng tại quầy order khá đông và lâu vì khách nhiều khi phải sngi chọn món nữa với sau kêu thêm dù chỉ có cái bánh_mì hay ly nc là fai xếp_hàng lại,1,1
quán thâm cung bí_hiểm vùng_sâu vùng_xa nếu không có bạn dẫn đi chắc mình ko biết được chỗ này,0,0
mấy phần maki đa_số là 23k nha,0,0
tên quán thì khó đọc quá kkk,0,0
quán nhỏ giá và chất_lượng món ăn ok,2,2
sushi vỉa_hè mà chất lừ nhè,2,2
phục_vụ lúc nắng lúc mưa khi vui thì nhiệt_tình lúc buồn thì cà_chớn,1,1
ai đi nhớ đừng hỏi vì quán có wifi để chạy máy order món chứ k cho khách xài,0,0
quán nổi_tiếng nên lúc_nào cũng đông kèm theo giá cũng khá cao so với mặt_bằng chung của các tiệm cơm tấm,0,0
bản_thân mình thì thấy món ăn cũng chỉ trong mức tạm chấp_nhận thôi chứ không có gì đặc_sắc cơm mềm sườn thơm ướp ngon rau cũng đầy_đủ tuy_nhiên muốn ăn súp phải mua thêm chứ ko có kèm theo,0,0
quán nổi_tiếng về bánh_khoái nhưng ăn cũng bình_thường giống bột chiên thêm tôm thịt bánh_khoái nóng giòn ăn tạm ổn,0,0
2 người cũng hết 100k,0,0
lê ngọc phương quỳnh,0,0
quán phục_vụ tốt nhân_viên hiền không_gian đẹp quán hơi nhỏ được cái máy_lạnh mát_mẻ cả ngày bún ăn đc ngon nhưng hơi ít thịt nhìn hình chụp v th chứ thịt bên ngoài có 2 3 miếng à ăn 1 tô ko no lắm nhưng vị rất đậm_đà 3,2,2
mình xin miếng chanh mà ăn xong vẫn chưa mang ra,1,1
thực_đơn hơi ít món,1,1
sáng nay dắt con xe_đạp điện đi ăn phở ông cả nhà mình ở quận 6 đi hết 30 phút mới tới nơi,0,0
phải nói là tô phở rất thơm ngon nước dùng ngọt thanh rau nêm ăn rất thơm giá ăn_không có mùi kháng_sinh khó_chịu ăn vào rất ngọt chỗ ngồi tuy đông nhưng thoải_mái phục_vụ nhanh_chóng tỏi ngâm giấm ăn rất thơm ăn xong không bị ợ chua,2,2
so với những quán phục_vụ món ăn hq thì những món ở hanur cũng khá ngon giá thì dao_động không quá cao cho một món ăn tầm 30k 100k phù_hợp với sinh_viên học_sinh có nhiều chi_nhánh nhưng chi_nhánh nguyễn đình chiểu thì có chỗ ngồi rộng_rãi hơn món ăn nêm nếm cũng ngon hơn những chi_nhánh còn lại,2,2
khuyết_điểm là nếu mua về thì đợi hơi bị lâu design chỗ ngồi không bắt_mắt nhìn bình_dân nên selfie thì có vẻ hơi giới_hạn một_chút,1,1
y_hệt luôn chỉ là sợi hủ_tiếu này cọng to hơn loại bình_thường và nhỏ hơn cọng hủ_tiếu làm pad thái,0,0
không_gian nhỏ nhưng bày trí hài hòa nên nhìn khá thoáng quán ăn nhật nên phục_vụ khá nhiệt_tình và thân_thiện,2,2
quán rất đông vào tầm 7 8h tối,0,0
cháy dòm dòm dưới đáy ăn cực_kì ngon,2,2
ấn_tượng đầu là quán sạch_sẽ nhân_viên nhiệt_tình,2,2
tôm nhiều kinh_khủng chắc cũng phải hơn nửa kg chứ ko ít con nào cũng to và tươi_rói thịt mềm ngọt,2,2
bít tết cực độc và lạ luôn nè,2,2
bánh flan thơm dịu vàng đẹp ngọt nhẹ hơi béo mà hông ngán,2,2
quán mở từ 5h sáng tới tầm 10h30 là bán gần hết sạch,0,0
quán đông nên cũng làm liên_tục,0,0
nước_lèo bao đặc_biệt thơm và ngon cực kkk,2,2
món này có cà_chua với dưa_leo nữa đó,0,0
2 người tầm 120k hơi mắc cho bữa sáng,1,1
ăn lần 2 ăn hẳn tô thập_cẩm hình_như 28k lần này ít khách nên ngồi thoải_mái quán mặt_tiền nhỏ nên khó để xe do nằm trong hẻm chợ nữa,0,0
phục_vụ bình_thường hơi chậm,1,1
ăn lần đầu_tiên mà thích hơn hanuri luôn rồi,2,2
vị cay nồng nhưng vẫn còn nhẹ hơn hanuri tok mềm_dẻo có hành_tây ăn ngọt ngọt cực ngon cơm cuộn kimpab nhỏ hơn hanuri mà rẻ hơn có 3k nên mắc hơn hanuri 1 chút đi cuối tuần quán đông_nghẹt có khi còn phải đứng chờ ồn_ào nhưng ngon nên cũng đángd,2,2
ăn ngon vừa_miệng,2,2
nhưng đồ ăn có hơi chậm phải chờ khá lâu chắc là do quán mới mở,1,1
nhớ nhất là lần đi ăn cùng 3 đứa nữa mà nó ăn còn bỏ thừa,0,0
ăn_ở đây sao thấy ít quá,1,1
ăn_ở khá nhiều quán ăn hàn quốc rồi nhưng hanuri vẫn là lựa_chọn phù_hợp_nhất,2,2
giá vừa phải đồ ăn lại rất ngon,2,2
dạo này gà ở đây không còn ngon như trước nhưng các món mỳ lại tăng thêm một bậc,2,2
